Pitcher,PitchType,FirstX,FirstY,SecondX,SecondY,FinalX,FinalY,isHit,isStrike
Yamamoto,FF,588.0,423.0,591.7889532238228,490.9153780459598,591.7889532238228,490.9153780459598,false,True
Yamamoto,FC,588.0,423.0,630.7561751857141,420.9209619110556,630.7561751857141,420.9209619110556,false,True
Yamamoto,FF,588.0,423.0,588.5194579573821,537.0697329487969,588.5194579573821,537.0697329487969,false,True
Yamamoto,FF,588.0,423.0,703.9569187599701,514.5040227579619,703.9569187599701,514.5040227579619,false,True
Yamamoto,FF,588.0,423.0,628.3968939536985,531.8185886774565,628.3968939536985,531.8185886774565,false,True
Yamamoto,FF,588.0,423.0,671.1588891588325,548.6006440866877,671.1588891588325,548.6006440866877,false,True
Yamamoto,FF,588.0,423.0,671.089368255295,497.2601405979881,671.089368255295,497.2601405979881,false,True
Yamamoto,FC,588.0,423.0,593.1923427542272,532.9542132279488,593.1923427542272,532.9542132279488,false,True
Yamamoto,FC,588.0,423.0,566.9145267025042,463.3677780379768,566.9145267025042,463.3677780379768,false,True
Yamamoto,FC,588.0,423.0,659.0022201349457,450.9847224697342,659.0022201349457,450.9847224697342,false,True
Yamamoto,FF,588.0,423.0,616.7207983427546,530.4605646376534,616.7207983427546,530.4605646376534,false,True
Yamamoto,FC,588.0,423.0,723.7674732321204,537.1951371035601,723.7674732321204,537.1951371035601,false,True
Yamamoto,FF,588.0,423.0,615.4901622125244,502.26376132172635,615.4901622125244,502.26376132172635,false,True
Yamamoto,FC,588.0,423.0,632.2655766733575,425.66674100396324,632.2655766733575,425.66674100396324,false,True
Yamamoto,FF,588.0,423.0,653.4686736330228,437.7454302545744,653.4686736330228,437.7454302545744,false,True
Yamamoto,FF,588.0,423.0,587.4760569768703,520.7946628576183,587.4760569768703,520.7946628576183,false,True
Yamamoto,FF,588.0,423.0,708.0091672561542,488.80561306897584,708.0091672561542,488.80561306897584,false,True
Yamamoto,FC,588.0,423.0,604.4504480954064,460.2444168830795,604.4504480954064,460.2444168830795,false,True
Yamamoto,FF,588.0,423.0,727.322192632106,558.8596576648989,727.322192632106,558.8596576648989,false,True
Yamamoto,FC,588.0,423.0,702.1639201912284,515.692347461905,702.1639201912284,515.692347461905,false,True
Yamamoto,FC,588.0,423.0,609.2868942230981,517.499036538938,609.2868942230981,517.499036538938,false,True
Yamamoto,FC,588.0,423.0,653.9814638325175,502.72625233911526,653.9814638325175,502.72625233911526,false,True
Yamamoto,FC,588.0,423.0,600.2899973639237,560.1600566615564,600.2899973639237,560.1600566615564,SINGLE,False
Yamamoto,FF,588.0,423.0,666.3689018062299,567.9225021916964,666.3689018062299,567.9225021916964,false,True
Yamamoto,FC,588.0,423.0,680.4659598253263,425.12142036791363,680.4659598253263,425.12142036791363,false,True
Yamamoto,FF,588.0,423.0,645.5637086520846,531.7930795674375,645.5637086520846,531.7930795674375,false,True
Yamamoto,FC,588.0,423.0,680.2312569485733,534.7809212840178,680.2312569485733,534.7809212840178,false,True
Yamamoto,FF,588.0,423.0,681.1986046500075,585.9899714931275,681.1986046500075,585.9899714931275,false,True
Yamamoto,FF,588.0,423.0,714.0479646359081,569.7926232747327,714.0479646359081,569.7926232747327,false,True
Yamamoto,FC,588.0,423.0,582.4141141239026,507.3045550159302,582.4141141239026,507.3045550159302,false,True
Yamamoto,FC,588.0,423.0,718.2651337949793,498.61721631558373,718.2651337949793,498.61721631558373,false,True
Yamamoto,FF,588.0,423.0,590.9612229465995,497.82134922854203,590.9612229465995,497.82134922854203,false,True
jacobdegrom,FF,595.0,427.0,576.3527270646662,380.08590335195953,576.3527270646662,380.08590335195953,false,False
jacobdegrom,FF,595.0,427.0,589.361273089616,395.2625608105486,589.361273089616,395.2625608105486,false,False
jacobdegrom,SL,595.0,427.0,685.6089888949765,565.4379012915433,685.6089888949765,565.4379012915433,SINGLE,False
jacobdegrom,FF,595.0,427.0,701.6446132969614,554.4107169341105,701.6446132969614,554.4107169341105,false,True
jacobdegrom,CH,595.0,427.0,596.2237499016892,589.3336773546913,596.2237499016892,589.3336773546913,false,False
jacobdegrom,FF,595.0,427.0,577.7613710640504,358.6701486053531,577.7613710640504,358.6701486053531,false,False
jacobdegrom,FF,595.0,427.0,532.1325287948479,501.71067806970785,532.1325287948479,501.71067806970785,false,False
jacobdegrom,FF,595.0,427.0,513.9741217908344,481.1171121895478,513.9741217908344,481.1171121895478,false,True
jacobdegrom,FF,595.0,427.0,616.5759533308101,424.9273188496549,616.5759533308101,424.9273188496549,false,True
jacobdegrom,CH,595.0,427.0,627.1542028816482,590.990343242994,627.1542028816482,590.990343242994,false,True
jacobdegrom,FF,595.0,427.0,694.2853819945195,560.4918004001427,694.2853819945195,560.4918004001427,false,True
jacobdegrom,CH,595.0,427.0,629.8889484774878,578.8242985345149,629.8889484774878,578.8242985345149,false,True
jacobdegrom,FF,595.0,427.0,693.693584490715,517.3783699453905,693.693584490715,517.3783699453905,false,True
jacobdegrom,FF,595.0,427.0,615.2722749007122,384.820355326049,615.2722749007122,384.820355326049,false,False
jacobdegrom,SL,595.0,427.0,724.6121583326698,561.4594970782514,724.6121583326698,561.4594970782514,false,True
jacobdegrom,FF,595.0,427.0,703.5574822850192,518.7706549306537,703.5574822850192,518.7706549306537,false,True
Yamamoto,FC,588.0,423.0,648.405237888617,452.3618510707028,648.405237888617,452.3618510707028,false,True
Yamamoto,FF,588.0,423.0,628.0865062303203,505.41206160136016,628.0865062303203,505.41206160136016,SINGLE,False
Yamamoto,FC,588.0,423.0,616.7388982044935,569.9232502757111,616.7388982044935,569.9232502757111,false,False
Yamamoto,FF,588.0,423.0,619.7849773857281,594.5115686825818,619.7849773857281,594.5115686825818,false,False
Yamamoto,FC,588.0,423.0,643.3688069004961,471.23041308348434,643.3688069004961,471.23041308348434,false,True
Yamamoto,FC,588.0,423.0,564.0447580729656,571.5265488281866,564.0447580729656,571.5265488281866,false,False
Yamamoto,FF,588.0,423.0,709.2125533804711,587.9147016829637,709.2125533804711,587.9147016829637,false,False
Yamamoto,FF,588.0,423.0,686.1514537778601,549.1187740785106,686.1514537778601,549.1187740785106,false,True
Yamamoto,FC,588.0,423.0,626.8098241946956,440.5686098735056,626.8098241946956,440.5686098735056,false,True
Yamamoto,FF,588.0,423.0,625.2586959794747,539.5934009574435,625.2586959794747,539.5934009574435,false,True
Yamamoto,FC,588.0,423.0,559.0874703924509,434.0542129759156,559.0874703924509,434.0542129759156,false,True
Yamamoto,FC,588.0,423.0,635.9697030506399,534.2628563141233,635.9697030506399,534.2628563141233,false,True
Yamamoto,FC,588.0,423.0,580.4958133305217,475.93841410991007,580.4958133305217,475.93841410991007,false,True
Yamamoto,FC,588.0,423.0,642.5968102628794,476.7479213313063,642.5968102628794,476.7479213313063,HOME RUN,False
Yamamoto,FF,588.0,423.0,626.5471267185162,560.7752502516163,626.5471267185162,560.7752502516163,SINGLE,False
Yamamoto,FC,588.0,423.0,579.9487822573857,475.44702961827824,579.9487822573857,475.44702961827824,false,True
Yamamoto,FC,588.0,423.0,599.2868363256997,435.6448776981286,599.2868363256997,435.6448776981286,false,True
Yamamoto,FF,588.0,423.0,610.727046154444,437.84795784027637,610.727046154444,437.84795784027637,false,True
jacobdegrom,CH,595.0,427.0,564.186083980685,607.6160941373994,564.186083980685,607.6160941373994,false,True
jacobdegrom,FF,595.0,427.0,584.6820415729537,414.41271112448845,584.6820415729537,414.41271112448845,false,True
jacobdegrom,SL,595.0,427.0,579.0196119664405,557.4683062238296,579.0196119664405,557.4683062238296,false,True
jacobdegrom,CH,595.0,427.0,653.6405647079998,583.6524974828623,653.6405647079998,583.6524974828623,false,True
jacobdegrom,FF,595.0,427.0,584.4689327613747,513.7797356889529,584.4689327613747,513.7797356889529,false,True
jacobdegrom,FF,595.0,427.0,578.1927055173313,504.11258336208545,578.1927055173313,504.11258336208545,false,True
jacobdegrom,FF,595.0,427.0,588.7952596092223,480.21908227496624,588.7952596092223,480.21908227496624,false,True
jacobdegrom,SL,595.0,427.0,648.1706247950169,558.8943413861471,648.1706247950169,558.8943413861471,false,True
jacobdegrom,FF,595.0,427.0,630.7361855272355,403.7769642825512,630.7361855272355,403.7769642825512,false,True
rokisasaki,FF,598.0,404.0,674.8328927975132,601.786503232946,674.8328927975132,601.786503232946,false,True
rokisasaki,FF,598.0,404.0,567.3558685721433,578.9057335375401,567.3558685721433,578.9057335375401,false,True
rokisasaki,FF,598.0,404.0,608.1625324047986,477.82423133644716,608.1625324047986,477.82423133644716,false,True
rokisasaki,FS,598.0,404.0,575.8561768695184,564.7400858843333,565.4660784261455,653.1672161072995,false,True
rokisasaki,FS,598.0,404.0,681.0829296215867,503.67852210618656,714.6232074023546,572.6906901334551,false,False
rokisasaki,FF,598.0,404.0,630.5215341191289,426.6084203891451,630.5215341191289,426.6084203891451,false,True
rokisasaki,FF,598.0,404.0,626.2307296253533,438.9843157345687,626.2307296253533,438.9843157345687,false,True
rokisasaki,FF,598.0,404.0,594.2260129870186,473.8857962421159,594.2260129870186,473.8857962421159,false,True
rokisasaki,FS,598.0,404.0,675.9236025607701,508.41453609287385,704.1945189004615,578.9325537384703,false,True
rokisasaki,FF,598.0,404.0,717.4343080952194,525.1852912362676,717.4343080952194,525.1852912362676,false,False
rokisasaki,FF,598.0,404.0,688.0447169630373,550.7205369459745,688.0447169630373,550.7205369459745,false,True
jacobdegrom,FF,595.0,427.0,588.5213483480846,379.4234668349996,588.5213483480846,379.4234668349996,false,True
jacobdegrom,CH,595.0,427.0,547.2135543054223,607.2037213241533,547.2135543054223,607.2037213241533,false,True
jacobdegrom,SL,595.0,427.0,624.3159998196459,565.6689543131359,624.3159998196459,565.6689543131359,false,True
jacobdegrom,FF,595.0,427.0,585.4362220456608,367.07545447660897,585.4362220456608,367.07545447660897,false,False
jacobdegrom,FF,595.0,427.0,555.3616888636031,373.131812671892,555.3616888636031,373.131812671892,false,True
jacobdegrom,FF,595.0,427.0,703.061550986111,552.9333687244563,703.061550986111,552.9333687244563,false,True
