jacobdegrom,CH,595.0,427.0,610.4246510500545,569.2338213387561,610.4246510500545,569.2338213387561,false,True,False,False,False,False
jacobdegrom,FF,595.0,427.0,594.1475388504006,491.2888832101861,594.1475388504006,491.2888832101861,false,True,False,False,False,True
jacobdegrom,CH,595.0,427.0,578.0541927051405,552.3687503768967,578.0541927051405,552.3687503768967,false,True,False,False,False,True
jacobdegrom,FF,595.0,427.0,638.438351955163,539.65849904614,638.438351955163,539.65849904614,false,True,False,False,False,True
jacobdegrom,CH,595.0,427.0,638.013849230217,607.4090217966724,638.013849230217,607.4090217966724,false,False,False,False,True,False
jacobdegrom,SL,595.0,427.0,671.1911058941139,521.0435003962659,671.1911058941139,521.0435003962659,false,True,False,False,False,True
jacobdegrom,FF,595.0,427.0,555.4187952552496,491.97789342551795,555.4187952552496,491.97789342551795,false,True,False,False,False,True
jacobdegrom,CH,595.0,427.0,541.8377810784349,538.513265117182,541.8377810784349,538.513265117182,false,False,False,False,True,False
jacobdegrom,CH,595.0,427.0,568.6701620861293,592.0632649687141,568.6701620861293,592.0632649687141,false,False,False,False,True,False
jacobdegrom,CH,595.0,427.0,572.2282814402467,555.8956886937513,572.2282814402467,555.8956886937513,false,True,False,False,False,True
jacobdegrom,SL,595.0,427.0,616.6514053916039,492.67966316113103,616.6514053916039,492.67966316113103,false,True,False,False,False,True
jacobdegrom,CH,595.0,427.0,672.1389433136123,602.6908361342289,672.1389433136123,602.6908361342289,false,False,False,False,True,False
jacobdegrom,FF,595.0,427.0,551.3169863907541,471.7627998322044,551.3169863907541,471.7627998322044,false,True,False,False,False,False
Yamamoto,CB,588.0,423.0,626.4544280570902,452.66205375966103,644.8013093621129,527.133223731709,false,True,False,False,False,True
Yamamoto,CB,588.0,423.0,604.8323122192405,510.01305406374183,612.86312817409,611.8467944461767,false,False,False,False,True,False
Yamamoto,FC,588.0,423.0,572.0385549133217,562.3209407849452,572.0385549133217,562.3209407849452,false,False,False,False,True,False
Yamamoto,FF,588.0,423.0,614.6345223611598,397.72596807497933,617.2888437001833,395.7207464056065,false,True,False,False,False,False
Yamamoto,CB,588.0,423.0,597.7983244898508,478.5367705315247,600.4693736977374,523.6899779083927,false,True,False,False,False,True
Yamamoto,FF,588.0,423.0,669.237875454998,522.4572611565688,669.237875454998,522.4572611565688,false,True,False,False,False,True
Yamamoto,FF,588.0,423.0,621.770755047391,384.48195438182796,625.9744628798051,378.98412256609123,false,False,False,False,True,False
Yamamoto,FC,588.0,423.0,695.6641786720301,521.0918023293746,695.6641786720301,521.0918023293746,false,True,False,False,False,True
Yamamoto,FF,588.0,423.0,607.4502556668782,541.2398852951902,607.4502556668782,541.2398852951902,false,True,False,False,False,True
Yamamoto,FC,588.0,423.0,680.1123604631956,557.8288110079582,680.1123604631956,557.8288110079582,false,True,False,False,False,True
Yamamoto,FF,588.0,423.0,577.3330949108802,555.7065741425251,577.3330949108802,555.7065741425251,false,True,False,False,False,True
Yamamoto,FS,588.0,423.0,568.3856169257758,481.3042690482482,547.1358393776027,559.3876449436842,false,False,False,False,True,False
Yamamoto,FF,588.0,423.0,588.2667293460343,432.09584150656843,588.2667293460343,432.09584150656843,false,True,False,False,False,True
Yamamoto,FS,588.0,423.0,600.1450048469251,514.2819301852538,590.5493113889167,608.0991829101579,false,False,False,False,True,False
Yamamoto,CB,588.0,423.0,631.8102124585265,484.14401011024506,643.7529924109461,530.8257658476705,false,True,False,False,False,True
Yamamoto,CB,588.0,423.0,605.5785583879151,501.76298036718475,613.9654137008503,599.6605518734708,false,False,False,False,True,False
Yamamoto,CB,588.0,423.0,603.6823146621324,491.1120803029278,607.957355175386,539.6933504305882,false,True,False,False,False,True
Yamamoto,CB,588.0,423.0,631.0403501272672,465.3148711064479,642.7732635691193,506.8637536803674,false,True,False,False,False,True
Yamamoto,FF,588.0,423.0,671.4993643103193,525.5646901906865,671.4993643103193,525.5646901906865,false,True,False,False,False,True
